Ticker,Exp_Return_15D,Volatility_Risk,Sharpe_Score,Kelly_Raw,Suggested_Weight
2406,-1.73e-05,0.017099343357351405,-0.000538495345291996,0.0,0.0
6617,-1.53e-05,0.011339507403067203,-0.0005815747983765096,0.0,0.0
6562,-9.5e-05,0.07891838480577489,-0.0010116209299005179,0.0,0.0
6223,-2.57e-05,0.007665101021698775,-0.0011334430794550192,0.0,0.0
3702,-3.296e-05,0.012763965829761456,-0.0011871995795880942,0.0,0.0
6671,-3.44e-05,0.012354459904297333,-0.0012572677419230454,0.0,0.0
6179,-3.266e-05,0.007856365549515923,-0.0014290699571702398,0.0,0.0
8101,-3.904e-05,0.008138329295107409,-0.001687288733337202,0.0,0.0
1538,-7.38e-05,0.02497347710837336,-0.001845987779143598,0.0,0.0
3041,-4.94e-05,0.010065167869938212,-0.001971351270224732,0.0,0.0
4194,-7e-05,0.017138830444942348,-0.002177299297999832,0.0,0.0
6428,-0.0001033,0.028069977757819,-0.002398302826543708,0.0,0.0
00767,-0.0001827,0.056830006329820076,-0.0025441713041514835,0.0,0.0
7751,-7.707e-05,0.015170518466689913,-0.002554440878424702,0.0,0.0
4132,-0.0003624,0.12624653410750883,-0.002565700054335773,0.0,0.0
3622,-5.966e-05,0.008043801649601782,-0.0025891669407420484,0.0,0.0
7893,-0.00010604,0.023124531628419147,-0.002781323691761162,0.0,0.0
6815,-6.08e-05,0.005708920145877124,-0.002935775368422688,0.0,0.0
5547,-6.32e-05,0.005540735890021423,-0.0030758841260700408,0.0,0.0
3596,-0.0001011,0.016626291729644027,-0.0031963746620445256,0.0,0.0
4578,-0.0003846,0.08913225262743169,-0.0036930841155117084,0.0,0.0
3317,-0.00010777,0.01400783796801787,-0.003715037221068356,0.0,0.0
3037,-0.0001469,0.022522991802487943,-0.003914022781009286,0.0,0.0
3674,-0.000821,0.17070839212604463,-0.0044215211656588585,0.0,0.0
00857B,-0.0001018,0.005599466060535976,-0.004942105439878491,0.0,0.0
7816,-0.0002906,0.043711825663143626,-0.004950148366911527,0.0,0.0
8478,-0.0001297,0.009612480342321879,-0.005269672346196965,0.0,0.0
1593,-0.000147,0.010859532061476988,-0.005683979650779424,0.0,0.0
6150,-0.0001377,0.008584459844679777,-0.0058380276816987165,0.0,0.0
2644,-0.0001252,0.006271131189735807,-0.005884489776863388,0.0,0.0
7779,-0.0002124,0.02076472169423664,-0.005939678653048898,0.0,0.0
7871,-0.0001696,0.011150253165988954,-0.006486928365626262,0.0,0.0
00904,-0.0001551,0.006667111447927931,-0.007157912400012051,0.0,0.0
3447,-0.0001776,0.009625743113727147,-0.007212852039037644,0.0,0.0
1271,-0.0002685,0.02076877705457093,-0.007505409526827886,0.0,0.0
6813,-0.0003786,0.03108461703958641,-0.008215511551024903,0.0,0.0
4587,-0.002123,0.24282584230625642,-0.008233771329247387,0.0,0.0
3066,-0.0002152,0.010931315480787194,-0.008297796068178034,0.0,0.0
6698,-0.0002091,0.009941209301839357,-0.008383438482938764,0.0,0.0
8119,-0.0002049,0.009423051712468999,-0.008390465333747472,0.0,0.0
3231,-0.0001863,0.006849122387563878,-0.008527762180229418,0.0,0.0
2247,-0.0001953,0.007549940369037996,-0.008659216525125999,0.0,0.0
8495,-0.002037,0.20114821229522212,-0.009424312689024161,0.0,0.0
6983,-0.0002499,0.011458121510181853,-0.00944370411188425,0.0,0.0
5432,-0.0002304,0.009116373403621116,-0.009554983779902017,0.0,0.0
6654,-0.0002549,0.011397515811813582,-0.009655054773961325,0.0,0.0
5344,-0.0002546,0.010878916524023487,-0.009839323923939934,0.0,0.0
4166,-0.0003922,0.02478732933255711,-0.009857373420164262,0.0,0.0
2740,-0.0003726,0.022660027476513706,-0.009895060203239112,0.0,0.0
7834,-0.0005584,0.04075128902413116,-0.010015487032311919,0.0,0.0
1466,-0.0002825,0.013097926229216558,-0.010055048686887705,0.0,0.0
6784,-0.000985,0.07724581211644015,-0.01067956957876988,0.0,0.0
4551,-0.000311,0.014085549234988384,-0.01068908221868624,0.0,0.0
3184,-0.0004141,0.023312295417523117,-0.010809403805912386,0.0,0.0
6928,-0.0002506,0.006336370568387668,-0.011744168289193606,0.0,0.0
6680,-0.0002637,0.0070859537842684955,-0.011939305454589485,0.0,0.0
1110,-0.0003026,0.009390826920930143,-0.012404383740686434,0.0,0.0
8048,-0.000336,0.011741108505644905,-0.01256237294288635,0.0,0.0
6269,-0.000293,0.006959777840405797,-0.013343324137672863,0.0,0.0
2025,-0.000411,0.015650689744738103,-0.013410257119634873,0.0,0.0
6281,-0.000365,0.010130654628482222,-0.014524844258963011,0.0,0.0
6515,-0.0004334,0.014044896506767157,-0.014923274961770048,0.0,0.0
5289,-0.000706,0.03196779466314032,-0.015035746012001729,0.0,0.0
1592,-0.000847,0.04046576129498724,-0.01526820822786193,0.0,0.0
8240,-0.0005746,0.02049647940575922,-0.016187204625750577,0.0,0.0
6620,-0.0004058,0.009993630903582976,-0.01623567312793626,0.0,0.0
6548,-0.000534,0.01768295607128838,-0.016340554263898542,0.0,0.0
4529,-0.000341,0.005734225189769731,-0.016443275067903357,0.0,0.0
2723,-0.0003371,0.005456137595937226,-0.016480328667546958,0.0,0.0
6735,-0.0004368,0.010842474996041034,-0.016901741686157226,0.0,0.0
6744,-0.0006905,0.02487859690074576,-0.017314054624254168,0.0,0.0
6707,-0.0006366,0.02120815645797535,-0.017581055443681857,0.0,0.0
8390,-0.0004728,0.009797011784155438,-0.019066170007649614,0.0,0.0
8491,-0.003685,0.1775872422537641,-0.019134172728524683,0.0,0.0
2256,-0.0006757,0.020028950310919814,-0.019289137903832486,0.0,0.0
3570,-0.0004406,0.006795436762713132,-0.020215127550618592,0.0,0.0
6858,-0.0012865,0.048364720146568736,-0.020303201053460295,0.0,0.0
4911,-0.0004592,0.007514997124592893,-0.020395036286637427,0.0,0.0
6780,-0.00084,0.025891786835058987,-0.02054659719671539,0.0,0.0
6140,-0.0006037,0.014358195869053103,-0.02056242982292722,0.0,0.0
7868,-0.0014,0.053083025768146226,-0.02056303874113928,0.0,0.0
7832,-0.0009446,0.030104577796556075,-0.020942761390231122,0.0,0.0
6611,-0.003546,0.1489072140381357,-0.02163273367317108,0.0,0.0
3595,-0.000675,0.01607173858827977,-0.021730403469289946,0.0,0.0
00690,-0.0005317,0.0087361630716769,-0.022399299743221853,0.0,0.0
8416,-0.0004635,0.005540110195638193,-0.022564909017472618,0.0,0.0
3710,-0.0004582,0.0052846269896021526,-0.022590531700094663,0.0,0.0
3631,-0.0007725,0.01911362479993007,-0.022644213296578383,0.0,0.0
3062,-0.000843,0.022176852978779072,-0.022676693376503534,0.0,0.0
3685,-0.0007358,0.016930661285200023,-0.02304242084232841,0.0,0.0
00707R,-0.0005126,0.006895365221530344,-0.023411344815765168,0.0,0.0
7749,-0.0005245,0.007317382214660033,-0.02350279566744552,0.0,0.0
2368,-0.000828,0.019614226480379502,-0.02391471342310202,0.0,0.0
3325,-0.000557,0.008206981837979166,-0.0239990622076407,0.0,0.0
8179,-0.00111,0.031136108523237168,-0.024060913237573287,0.0,0.0
2616,-0.000987,0.025815890833728105,-0.024183054622069405,0.0,0.0
7706,-0.001058,0.02770556700227876,-0.024765502278382034,0.0,0.0
8298,-0.00341,0.1218441682979917,-0.024921334959940703,0.0,0.0
2233,-0.000527,0.005968019102417635,-0.025128986064005467,0.0,0.0
006206,-0.0006123,0.009204435963182616,-0.02529531826579723,0.0,0.0
1733,-0.0005913,0.008298765551579514,-0.025378086013307686,0.0,0.0
00665L,-0.000634,0.00970729027393273,-0.025668270918371733,0.0,0.0
6435,-0.0008135,0.01635318595440503,-0.02594582231858447,0.0,0.0
3149,-0.000758,0.013947373199108605,-0.026191360311971782,0.0,0.0
2721,-0.002699,0.08709599541533103,-0.02643490868031062,0.0,0.0
3661,-0.000577,0.006819458516658542,-0.026443046741296473,0.0,0.0
009802,-0.0006375,0.009094500341426396,-0.026459618231694623,0.0,0.0
8045,-0.00093,0.019909113602359727,-0.0266358083189268,0.0,0.0
8477,-0.000569,0.005602632436406945,-0.02761136138754205,0.0,0.0
6565,-0.002514,0.07577625032880997,-0.027693207077193346,0.0,0.0
2436,-0.000699,0.00973226876571427,-0.02826442169732716,0.0,0.0
6761,-0.001262,0.028761418274469985,-0.028831586597401017,0.0,0.0
6545,-0.005318,0.16701514723355826,-0.029215634352989846,0.0,0.0
6695,-0.000605,0.005653149561293141,-0.029298502485733152,0.0,0.0
3714,-0.000776,0.01132273794905397,-0.02947315199118057,0.0,0.0
6291,-0.001153,0.02385326546383534,-0.02967555583219543,0.0,0.0
