Ticker,Date,Pred_5d,Pred_20d,Pred_60d,Uncertainty_5d,Uncertainty_20d,Uncertainty_60d
2106,2026-08-10,0.031901713,0.046372034,0.05533719,0.014260457,0.013834526,0.017663587
2107,2026-08-10,0.07824294,0.10876333,0.11477183,0.01701275,0.028484074,0.03296536
2108,2026-08-10,0.0037434017,0.003717706,-0.006453277,0.013819775,0.019956633,0.022112403
2109,2026-08-10,0.06807413,0.12337644,0.15822895,0.016569883,0.017044337,0.020905865
2114,2026-08-10,0.04807152,0.07927132,0.07108746,0.01337676,0.018457765,0.020127207
2115,2026-08-10,0.18285051,0.30517024,0.35136968,0.026127491,0.038581133,0.04728224
2201,2026-08-10,-0.01137854,0.016401282,0.09615409,0.018476551,0.021813797,0.026938282
2204,2026-08-10,-0.02313323,-0.018686337,-0.00913072,0.014993851,0.015943749,0.020571545
2206,2026-08-10,0.041877482,0.03786137,0.025754921,0.015114899,0.017447477,0.022205109
2207,2026-08-10,0.08255769,0.08599911,0.12529537,0.017166585,0.019965095,0.027173992
2208,2026-08-10,0.012553702,-0.040094078,-0.09909638,0.018660627,0.032596294,0.04108493
2211,2026-08-10,0.004541844,0.014898419,-0.015498308,0.013934132,0.021707317,0.022518247
2221,2026-08-10,-0.073112264,-0.09607148,0.38884982,0.040779803,0.0580418,0.12564406
2227,2026-08-10,0.029985325,-0.023906318,-0.029749596,0.017788282,0.020676056,0.016926432
2228,2026-08-10,0.017564626,-0.033879,-0.05275339,0.013607416,0.023046117,0.020469254
2230,2026-08-10,-0.0817337,0.0122025125,0.11635258,0.033179414,0.037974935,0.04306393
2231,2026-08-10,-0.34545532,-0.53419536,-0.46623406,0.053308785,0.06462647,0.05954892
2233,2026-08-10,-0.16121809,-0.4046622,0.05533181,0.10675913,0.16288465,0.17070192
2235,2026-08-10,0.08567493,0.17368507,0.21164267,0.027536971,0.043747254,0.038392358
2236,2026-08-10,-0.08620084,-0.12401928,-0.12978601,0.02324849,0.02837981,0.03218168
2239,2026-08-10,-0.009347071,-0.033411004,-0.038888343,0.013618496,0.02489315,0.020615485
2241,2026-08-10,0.085406266,0.08021815,0.22367792,0.045337196,0.058868058,0.06340799
2243,2026-08-10,0.026094977,-0.061774213,-0.26964238,0.039990917,0.053139716,0.066859365
2247,2026-08-10,-0.00802147,-0.033788044,-0.046884347,0.00986607,0.017531559,0.019828694
2248,2026-08-10,0.07428085,0.10110589,0.15893169,0.024203511,0.02713444,0.033514366
2250,2026-08-10,0.030379118,0.07166708,0.11948016,0.019625306,0.031188115,0.035314094
2254,2026-08-10,0.12153468,0.084374554,-0.0094154235,0.027291257,0.036757678,0.039617043
2258,2026-08-10,0.036679976,0.035190344,-0.008958975,0.017709434,0.023392947,0.03510543
2301,2026-08-10,-0.15456568,-0.15428512,-0.0701225,0.02723932,0.03571735,0.050998632
2302,2026-08-10,-0.060711727,0.34899652,0.61587614,0.10309826,0.19302593,0.22320323
2303,2026-08-10,-0.02667871,-0.14831366,-0.24083708,0.02957178,0.03239464,0.045400713
2305,2026-08-10,-0.09664377,-0.08427001,-0.080354296,0.041156948,0.0659194,0.053520918
2308,2026-08-10,-0.0012548012,-0.061296307,-0.10710682,0.026993018,0.0440144,0.0527917
2312,2026-08-10,0.0412825,0.009720471,0.014177537,0.024164582,0.030837186,0.024508977
2313,2026-08-10,-0.15238015,-0.2554131,-0.30436,0.03386896,0.036284525,0.04630157
2314,2026-08-10,0.08025035,0.075667225,-0.14788644,0.06376323,0.08668321,0.084061794
2316,2026-08-10,-0.29187202,-0.38602132,-0.4282264,0.056333624,0.074165024,0.08315158
2317,2026-08-10,-0.08511421,-0.12276585,-0.11080163,0.023976645,0.03204357,0.029750777
2323,2026-08-10,-0.006180181,0.0070609082,-0.03875959,0.019311288,0.024982892,0.029178485
2324,2026-08-10,-0.07111767,-0.16735123,-0.17802238,0.020429539,0.02656549,0.022889059
2327,2026-08-10,-0.06865098,-0.21141163,-0.3372897,0.023265393,0.02746008,0.044539653
2328,2026-08-10,-0.04445125,-0.13391913,-0.20407718,0.024071164,0.030224653,0.032433752
2329,2026-08-10,0.0023124267,-0.0011591571,-0.08982921,0.021505222,0.029031955,0.031924766
2330,2026-08-10,-0.064648375,-0.14553073,-0.23486423,0.024256932,0.02914397,0.025301201
2331,2026-08-10,0.0879166,0.18981467,0.1261095,0.027100645,0.028261049,0.031619433
2332,2026-08-10,-0.123460375,-0.17996535,-0.2042439,0.031213762,0.02592623,0.038490795
2337,2026-08-10,-0.04701973,-0.121348016,-0.2056192,0.0323827,0.039799806,0.03917613
2338,2026-08-10,-0.014495438,0.111753196,0.086477,0.024169184,0.04247275,0.036763195
2340,2026-08-10,0.053720836,0.08264254,0.061162766,0.04163505,0.059513316,0.060563695
2342,2026-08-10,-0.19894047,-0.15057151,-0.096712984,0.044994537,0.07788923,0.071280934
2344,2026-08-10,-0.10576247,-0.11302522,-0.1769069,0.0234958,0.031973276,0.035996053
2345,2026-08-10,-0.03527422,-0.06250157,-0.101899974,0.032795154,0.029321201,0.040272478
