stock_id,Date,score,rank
2542,2026-08-12,0.05705441,1
8415,2026-08-12,0.05001704,2
2880,2026-08-12,0.04814323,3
2301,2026-08-12,0.046941917,4
2887,2026-08-12,0.04682176,5
6279,2026-08-12,0.04649457,6
2852,2026-08-12,0.045505445,7
4915,2026-08-12,0.044996493,8
4439,2026-08-12,0.04447379,9
2069,2026-08-12,0.04444175,10
1808,2026-08-12,0.043891184,11
5276,2026-08-12,0.04331415,12
2347,2026-08-12,0.04301744,13
3570,2026-08-12,0.042893328,14
1618,2026-08-12,0.04223483,15
4153,2026-08-12,0.04193982,16
3045,2026-08-12,0.041508358,17
5538,2026-08-12,0.04135592,18
5876,2026-08-12,0.040977128,19
1777,2026-08-12,0.040952582,20
4506,2026-08-12,0.040681377,21
8070,2026-08-12,0.04032552,22
8284,2026-08-12,0.039889872,23
1446,2026-08-12,0.039493427,24
5007,2026-08-12,0.039492164,25
8462,2026-08-12,0.039419573,26
1477,2026-08-12,0.03937744,27
9945,2026-08-12,0.03934563,28
5347,2026-08-12,0.03920124,29
8936,2026-08-12,0.039135948,30
1472,2026-08-12,0.038861565,31
2882,2026-08-12,0.038503923,32
9935,2026-08-12,0.03849522,33
9940,2026-08-12,0.03771793,34
2816,2026-08-12,0.037442368,35
5519,2026-08-12,0.037283983,36
2855,2026-08-12,0.03728384,37
9927,2026-08-12,0.036966026,38
5410,2026-08-12,0.03678952,39
1210,2026-08-12,0.036275454,40
2886,2026-08-12,0.036133356,41
9937,2026-08-12,0.036037263,42
2832,2026-08-12,0.03577606,43
4107,2026-08-12,0.035743684,44
4904,2026-08-12,0.03568874,45
3546,2026-08-12,0.03554687,46
1708,2026-08-12,0.03544013,47
2945,2026-08-12,0.03538526,48
1558,2026-08-12,0.035290174,49
2535,2026-08-12,0.03510746,50
5609,2026-08-12,0.034888152,51
3023,2026-08-12,0.03454154,52
2006,2026-08-12,0.03405014,53
2762,2026-08-12,0.033837344,54
2885,2026-08-12,0.033681802,55
2745,2026-08-12,0.033566415,56
4123,2026-08-12,0.033507995,57
1268,2026-08-12,0.033495713,58
6776,2026-08-12,0.03344978,59
2890,2026-08-12,0.03336572,60
2884,2026-08-12,0.033333525,61
2603,2026-08-12,0.03304638,62
1788,2026-08-12,0.032952216,63
4551,2026-08-12,0.03291527,64
2618,2026-08-12,0.032904863,65
1733,2026-08-12,0.03288872,66
2637,2026-08-12,0.032845046,67
4767,2026-08-12,0.032823153,68
1451,2026-08-12,0.032636754,69
2374,2026-08-12,0.032409444,70
6412,2026-08-12,0.032382865,71
3611,2026-08-12,0.032315463,72
1720,2026-08-12,0.03218123,73
2317,2026-08-12,0.032115523,74
2732,2026-08-12,0.032090377,75
1476,2026-08-12,0.031891774,76
7708,2026-08-12,0.031844337,77
7753,2026-08-12,0.03182699,78
2645,2026-08-12,0.031753533,79
1307,2026-08-12,0.031751182,80
1339,2026-08-12,0.031745166,81
2851,2026-08-12,0.03152766,82
1524,2026-08-12,0.031078475,83
2027,2026-08-12,0.030613778,84
2308,2026-08-12,0.030562729,85
8081,2026-08-12,0.030546285,86
4306,2026-08-12,0.030508408,87
8941,2026-08-12,0.030502582,88
2329,2026-08-12,0.030501436,89
5520,2026-08-12,0.030490587,90
4754,2026-08-12,0.030489456,91
2395,2026-08-12,0.030410917,92
2849,2026-08-12,0.030358119,93
