stock_id,Date,Score_5d,Score_10d,Unc_5d,Unc_10d,SQ_5d
4953,2026-08-11,0.07678072,0.08178814,0.007019954,0.010015647,10.935939
1732,2026-08-11,0.068764016,0.046300355,0.006531806,0.009144491,10.525954
3171,2026-08-11,0.095915,0.08588133,0.009266954,0.010345044,10.349101
6958,2026-08-11,0.067370154,0.035530254,0.0066120946,0.009218745,10.187387
1783,2026-08-11,0.08397533,0.09157375,0.00826922,0.009798272,10.153941
6596,2026-08-11,0.078861155,0.0741392,0.007907901,0.009618787,9.9711895
4107,2026-08-11,0.08519899,0.0978952,0.008682247,0.00731644,9.811881
4580,2026-08-11,0.09030935,0.07985146,0.009217123,0.011044589,9.796935
4432,2026-08-11,0.099106096,0.1145309,0.010186269,0.008941797,9.728426
4951,2026-08-11,0.070235275,0.08103294,0.007242455,0.009881501,9.696378
6625,2026-08-11,0.088781595,0.09950897,0.00941921,0.009526884,9.424587
2542,2026-08-11,0.08981858,0.08259594,0.009651187,0.01169309,9.305516
1533,2026-08-11,0.07155082,0.067698926,0.00772924,0.007966477,9.255963
1733,2026-08-11,0.059774917,0.048545282,0.0064919414,0.008547452,9.206139
1788,2026-08-11,0.086111836,0.09824952,0.009466492,0.009391033,9.095528
1464,2026-08-11,0.06513323,0.053845294,0.0071861437,0.008253259,9.062464
7732,2026-08-11,0.086387746,0.07138035,0.009548273,0.008802861,9.046526
1477,2026-08-11,0.07052638,0.071243554,0.007852803,0.010827781,8.979901
6023,2026-08-11,0.07439168,0.08024516,0.008289791,0.006840983,8.972808
2535,2026-08-11,0.082231455,0.07943306,0.009210336,0.011315376,8.927201
7718,2026-08-11,0.075423986,0.086541526,0.008455964,0.009547874,8.918565
3546,2026-08-11,0.11098681,0.11732397,0.012483356,0.012681826,8.890071
4440,2026-08-11,0.08021183,0.07566754,0.009048073,0.011175776,8.864094
1339,2026-08-11,0.08581341,0.112326115,0.009734755,0.012098129,8.814253
2945,2026-08-11,0.07544421,0.064482935,0.00858674,0.008100648,8.785106
4736,2026-08-11,0.07469035,0.08501482,0.00864007,0.011278691,8.643645
2414,2026-08-11,0.08938231,0.0556064,0.010406273,0.00940086,8.588447
1256,2026-08-11,0.07503206,0.068899676,0.008849465,0.00859273,8.477754
8341,2026-08-11,0.06989792,0.084121816,0.008270826,0.0059714466,8.450119
1476,2026-08-11,0.08165123,0.05473374,0.009713547,0.009361889,8.405047
6177,2026-08-11,0.083982304,0.10084053,0.010061833,0.010807701,8.345791
4907,2026-08-11,0.081576444,0.10375826,0.009925242,0.008075458,8.218261
6667,2026-08-11,0.09410711,0.09177257,0.011580547,0.0128392195,8.1256075
6005,2026-08-11,0.071100034,0.047095172,0.00875689,0.00876221,8.118398
4728,2026-08-11,0.075493164,0.07772735,0.009299665,0.009725036,8.116964
6757,2026-08-11,0.07942406,0.082284376,0.009805475,0.0095085325,8.099144
