stock_id,Date,Score_20d,Score_60d,Unc_20d,Unc_60d,SQ_20d
6261,2026-06-22,0.30087167,0.28730005,0.017491678,0.02113241,17.199863
6184,2026-06-22,0.1286411,0.12041389,0.008545837,0.014164408,15.05131
3217,2026-06-22,0.21229763,0.2308202,0.014218438,0.020016905,14.9300995
2471,2026-06-22,0.16489628,0.17232537,0.011081569,0.015358117,14.878885
4440,2026-06-22,0.18484595,0.19426553,0.012758296,0.011716656,14.487159
6486,2026-06-22,0.25627393,0.302711,0.017718954,0.019705208,14.462448
4527,2026-06-22,0.23551778,0.23049107,0.01635124,0.021376034,14.402784
6108,2026-06-22,0.23114237,0.22707555,0.016371137,0.01765019,14.118033
1537,2026-06-22,0.21099938,0.22047186,0.014955227,0.020328298,14.107795
3679,2026-06-22,0.18065253,0.16975695,0.012808413,0.017787123,14.103107
1219,2026-06-22,0.19013534,0.19747825,0.013687307,0.017712675,13.8903475
2430,2026-06-22,0.15216519,0.1871529,0.010991278,0.01604788,13.8429165
2382,2026-06-22,0.21248306,0.24820684,0.015360202,0.022769736,13.83245
8083,2026-06-22,0.21112528,0.17585945,0.015297278,0.022574568,13.800591
7705,2026-06-22,0.19905771,0.19263615,0.014493761,0.016640345,13.73308
4111,2026-06-22,0.14480238,0.17339353,0.010560727,0.01586973,13.710104
2548,2026-06-22,0.23694736,0.19110115,0.017387183,0.023942208,13.626918
6835,2026-06-22,0.14598756,0.13994251,0.01072404,0.0139679015,13.611842
4123,2026-06-22,0.22253157,0.2698529,0.016386183,0.017037004,13.579611
1582,2026-06-22,0.19314559,0.16669203,0.014277434,0.019399626,13.527084
2948,2026-06-22,0.22049722,0.22099282,0.016314527,0.018827688,13.514563
9927,2026-06-22,0.18125913,0.22760884,0.013508274,0.01706295,13.417384
3038,2026-06-22,0.16079356,0.15329412,0.012045561,0.017532665,13.347672
4104,2026-06-22,0.13799651,0.15937112,0.010384528,0.020716682,13.287385
7767,2026-06-22,0.18108372,0.16151857,0.013737253,0.016572671,13.180986
1777,2026-06-22,0.17992315,0.1628202,0.0136836795,0.012298545,13.147779
5212,2026-06-22,0.24985711,0.26802787,0.01901231,0.021654109,13.141169
4535,2026-06-22,0.14761575,0.14209229,0.011295697,0.012962261,13.06716
8416,2026-06-22,0.16035391,0.17371702,0.012317758,0.012695991,13.017052
6176,2026-06-22,0.3388019,0.3727961,0.026404941,0.028862905,12.830517
6590,2026-06-22,0.17587855,0.17375733,0.013712117,0.015025453,12.82557
8069,2026-06-22,0.3128592,0.33316252,0.024477651,0.025233079,12.7809
6146,2026-06-22,0.18050466,0.19113594,0.0141515145,0.01971625,12.754247
6958,2026-06-22,0.19713663,0.16936527,0.015474713,0.01778488,12.738451
2707,2026-06-22,0.18623032,0.20029779,0.014705908,0.01829532,12.662779
1730,2026-06-22,0.16076706,0.19280484,0.012724323,0.015074231,12.633633
2227,2026-06-22,0.17824636,0.22810023,0.014108012,0.017621018,12.633511
8938,2026-06-22,0.15630232,0.17211643,0.012457668,0.0167729,12.545669
4502,2026-06-22,0.18189211,0.16771027,0.014520167,0.020809157,12.525998
3221,2026-06-22,0.3099596,0.47133878,0.02483227,0.030587256,12.4816265
8487,2026-06-22,0.16596495,0.15706354,0.013336641,0.017199107,12.443351
6532,2026-06-22,0.32918593,0.3650484,0.026513152,0.026670597,12.415481
2474,2026-06-22,0.28073806,0.2374212,0.022689302,0.02646302,12.3726015
1593,2026-06-22,0.16408324,0.16709909,0.013314288,0.014396875,12.322921
8183,2026-06-22,0.14908603,0.19001518,0.0121057965,0.015603963,12.314242
4119,2026-06-22,0.12163785,0.12704968,0.009899651,0.013944209,12.285844
4138,2026-06-22,0.1851766,0.18282562,0.015104463,0.021572456,12.258915
3209,2026-06-22,0.23155451,0.22525041,0.018941749,0.022463676,12.223912
3266,2026-06-22,0.16116412,0.21063343,0.013203744,0.014933305,12.205016
2751,2026-06-22,0.20170473,0.17517959,0.016548129,0.017183213,12.188238
1760,2026-06-22,0.14341097,0.15428038,0.011884733,0.0115437675,12.065807
6697,2026-06-22,0.20378679,0.20141944,0.016959066,0.018652678,12.015684
6606,2026-06-22,0.16544753,0.17271036,0.013770388,0.015361718,12.01386
2421,2026-06-22,0.15169518,0.14371039,0.0126324585,0.020312153,12.007415
6661,2026-06-22,0.17289864,0.119928546,0.01440539,0.016195579,12.001524
8401,2026-06-22,0.15266465,0.15055747,0.012777702,0.017343855,11.946804
7821,2026-06-22,0.1104022,0.09850944,0.009249814,0.01470981,11.934322
9905,2026-06-22,0.12472499,0.10708337,0.010530788,0.01271022,11.842717
3689,2026-06-22,0.19621356,0.20089836,0.016595097,0.018370965,11.822873
1203,2026-06-22,0.12940869,0.124578185,0.0109514585,0.012291728,11.815492
4974,2026-06-22,0.15240005,0.17618325,0.0129051935,0.01348839,11.808288
2235,2026-06-22,0.20929965,0.20883371,0.01774189,0.021434786,11.796254
3130,2026-06-22,0.17342854,0.19274841,0.01470641,0.01774842,11.791916
2373,2026-06-22,0.14703508,0.16440788,0.012481693,0.016227363,11.779115
2385,2026-06-22,0.17463952,0.19940804,0.014867782,0.02344452,11.745382
6856,2026-06-22,0.1976146,0.14481933,0.01683776,0.016362952,11.735697
6234,2026-06-22,0.44772136,0.48623574,0.03822587,0.04483575,11.712216
3708,2026-06-22,0.30668768,0.31311926,0.026213387,0.019251935,11.699212
1580,2026-06-22,0.1741483,0.19348495,0.014890927,0.017833708,11.694141
8424,2026-06-22,0.17264083,0.15485857,0.014828955,0.017323041,11.641359
6919,2026-06-22,0.29892597,0.29137295,0.025723508,0.03223492,11.620279
2248,2026-06-22,0.19557495,0.2641153,0.016866205,0.016445734,11.594982
6216,2026-06-22,0.18763767,0.16861823,0.01618441,0.020732755,11.593013
2420,2026-06-22,0.12988888,0.146422,0.01126109,0.0128138745,11.533283
6523,2026-06-22,0.16924599,0.1720048,0.014690571,0.018838685,11.5199375
4960,2026-06-22,0.23890266,0.15411708,0.020769315,0.024878057,11.50212
2432,2026-06-22,0.16940261,0.14847851,0.01473791,0.017224085,11.493565
2201,2026-06-22,0.16208763,0.17574377,0.014144958,0.01665764,11.458229
2204,2026-06-22,0.13883063,0.19862941,0.012151162,0.016792972,11.424356
6577,2026-06-22,0.22049886,0.22724904,0.019320352,0.024298977,11.412186
3529,2026-06-22,0.22910374,0.17593303,0.020124381,0.018751353,11.3838215
3646,2026-06-22,0.18654326,0.18366165,0.016390182,0.014436935,11.380708
9917,2026-06-22,0.12621135,0.1019076,0.011089688,0.015442053,11.379938
6161,2026-06-22,0.15869775,0.22479588,0.013949409,0.019476164,11.37585
3629,2026-06-22,0.184422,0.21023408,0.016258074,0.025317656,11.342712
2450,2026-06-22,0.1329435,0.15223043,0.011760943,0.015821425,11.302852
3498,2026-06-22,0.2803335,0.334806,0.024802065,0.029045459,11.302373
