stock_id,Date,Score_5d,Score_10d,Unc_5d,Unc_10d,SQ_5d
0052,2026-07-30,0.20404081,0.17954354,0.01885436,0.02360752,10.821369
3624,2026-07-30,0.13706614,0.13589661,0.013005202,0.016882485,10.538522
2491,2026-07-30,0.09292808,0.0856082,0.010182737,0.011236556,9.125145
3090,2026-07-30,0.11299206,0.11702518,0.012647763,0.013602681,8.933052
4956,2026-07-30,0.08027183,0.07155515,0.009071755,0.010424119,8.847569
4949,2026-07-30,0.08234816,0.07683216,0.009396297,0.0081402,8.762962
8074,2026-07-30,0.078325205,0.07433414,0.00928615,0.010772471,8.433718
3615,2026-07-30,0.09220683,0.08680296,0.0111312885,0.013820733,8.282827
8162,2026-07-30,0.10263922,0.09424264,0.01241514,0.012036988,8.266597
2449,2026-07-30,0.08136438,0.0635555,0.009999786,0.011664787,8.135798
2382,2026-07-30,0.06974592,0.064856276,0.00879004,0.008505848,7.93375
3006,2026-07-30,0.07737865,0.053347446,0.009765101,0.0120645175,7.9231877
2355,2026-07-30,0.062256433,0.054117706,0.007899607,0.009904733,7.879956
6147,2026-07-30,0.06451833,0.042140674,0.008320881,0.010448184,7.7528543
6693,2026-07-30,0.08037599,0.06513711,0.010401151,0.012941009,7.7268624
8383,2026-07-30,0.09523601,0.04388982,0.012355631,0.011442052,7.707279
3537,2026-07-30,0.08222781,0.0872816,0.010709878,0.0098202,7.6770372
2892,2026-07-30,0.08518443,0.10491133,0.01120178,0.015454897,7.603865
2882,2026-07-30,0.06915053,0.080922395,0.009209733,0.012886281,7.5076027
8438,2026-07-30,0.10548299,0.118063286,0.014349011,0.01518436,7.350725
5228,2026-07-30,0.087912574,0.08301966,0.011991383,0.015486558,7.3307014
3037,2026-07-30,0.06335745,0.053343076,0.008743531,0.008668415,7.24538
7712,2026-07-30,0.08580088,0.082685634,0.011927781,0.0116904415,7.192762
6261,2026-07-30,0.06616804,0.056834716,0.009354919,0.009123514,7.072318
6532,2026-07-30,0.06127734,0.06847798,0.008786378,0.010331278,6.9733357
5880,2026-07-30,0.07279142,0.08525794,0.010518532,0.011599121,6.919644
8996,2026-07-30,0.07123688,0.04440919,0.010364281,0.012066208,6.872643
1595,2026-07-30,0.07777586,0.07607092,0.01135703,0.01141484,6.847654
7714,2026-07-30,0.06726778,0.029274942,0.009827512,0.010706744,6.8441467
3021,2026-07-30,0.058475282,0.055508938,0.008711788,0.009952138,6.7114315
5457,2026-07-30,0.066646524,0.05695824,0.010033708,0.010890168,6.6416006
2886,2026-07-30,0.08257358,0.107339434,0.012483452,0.018051127,6.614113
2367,2026-07-30,0.06814523,0.03223073,0.010308131,0.01095115,6.610182
1809,2026-07-30,0.0852217,0.06741453,0.013088341,0.01193828,6.510771
6205,2026-07-30,0.07470179,0.065382265,0.011648056,0.010943407,6.4126906
2308,2026-07-30,0.06425592,0.058954645,0.010066632,0.011922223,6.3824263
6498,2026-07-30,0.056659475,0.04326857,0.008975928,0.009009952,6.3116775
3430,2026-07-30,0.073419854,0.07645181,0.011698943,0.010264444,6.275232
6449,2026-07-30,0.08262329,0.06467723,0.013279334,0.01294158,6.2214766
2337,2026-07-30,0.058399215,0.033825733,0.009500656,0.010022148,6.146214
4526,2026-07-30,0.06917599,0.06434517,0.011399142,0.012519442,6.067993
3297,2026-07-30,0.055826664,0.047203574,0.0092443945,0.008808249,6.0383215
3522,2026-07-30,0.042344995,0.03556451,0.007051713,0.010229053,6.004072
6270,2026-07-30,0.079826765,0.07754437,0.013381973,0.016690886,5.9648004
2408,2026-07-30,0.04864019,0.025173085,0.00818221,0.010531304,5.943901
5355,2026-07-30,0.061610565,0.04568612,0.010365194,0.008210393,5.9434123
6155,2026-07-30,0.07762491,0.0761498,0.013071306,0.013481698,5.938119
2478,2026-07-30,0.09130406,0.07132332,0.015377797,0.012271868,5.937009
6994,2026-07-30,0.07306921,0.075202994,0.012321428,0.013459349,5.9297733
6909,2026-07-30,0.06061321,0.061686896,0.010225453,0.01200642,5.9270997
6220,2026-07-30,0.07291463,0.059915617,0.012382735,0.012170066,5.887935
6613,2026-07-30,0.055601735,0.03641897,0.009516411,0.010682372,5.842107
6233,2026-07-30,0.06300766,0.053276546,0.010798672,0.011486013,5.8342195
6425,2026-07-30,0.056485057,0.048308387,0.009715722,0.008550685,5.81318
3447,2026-07-30,0.0500191,0.043953236,0.008620662,0.007047484,5.8015614
5464,2026-07-30,0.1031367,0.05916656,0.017833125,0.021935543,5.7831097
6234,2026-07-30,0.06747017,0.06304804,0.011683703,0.011864028,5.7742305
6862,2026-07-30,0.06290204,0.055393066,0.010893619,0.009551933,5.7736797
5522,2026-07-30,0.061326537,0.08519232,0.010631126,0.009438092,5.7680407
4741,2026-07-30,0.07839438,0.075254045,0.013599215,0.015290266,5.7642016
8096,2026-07-30,0.06536893,0.041443985,0.011346889,0.013066363,5.7604485
6134,2026-07-30,0.050220005,0.038525622,0.008728535,0.00800239,5.7528844
3374,2026-07-30,0.0946049,0.04734567,0.016537718,0.016417505,5.720207
2881,2026-07-30,0.078543596,0.084838234,0.013766645,0.012333991,5.7049403
3312,2026-07-30,0.06613842,0.04834021,0.011597209,0.013514086,5.702468
6419,2026-07-30,0.056935046,0.033432793,0.0100522,0.011026385,5.663375
3189,2026-07-30,0.060621724,0.033473685,0.010779568,0.011693549,5.62324
2429,2026-07-30,0.05342505,0.03287558,0.009538509,0.011300495,5.6003985
8121,2026-07-30,0.05191307,0.047353014,0.009331197,0.011559214,5.5627923
9960,2026-07-30,0.04788631,0.04982776,0.008650968,0.009575508,5.53473
3548,2026-07-30,0.037120447,0.02850636,0.006713727,0.006905852,5.528214
2618,2026-07-30,0.04901105,0.06449607,0.008865161,0.00986495,5.5278773
2548,2026-07-30,0.05469937,0.08326177,0.009916801,0.009893122,5.5152717
2070,2026-07-30,0.048329853,0.038243134,0.008799903,0.008084653,5.491465
3711,2026-07-30,0.0579167,0.053373758,0.010553339,0.012522458,5.487478
3138,2026-07-30,0.056990776,0.05288534,0.0103961965,0.010473675,5.48136
4736,2026-07-30,0.042359047,0.06188099,0.007739546,0.012051783,5.472359
9933,2026-07-30,0.042360034,0.035112906,0.007765652,0.008194086,5.454092
6177,2026-07-30,0.05645059,0.09370773,0.010486156,0.012563673,5.382831
8088,2026-07-30,0.04427793,0.035376687,0.008243603,0.009171299,5.370535
2915,2026-07-30,0.0535175,0.071943425,0.00996977,0.010137798,5.3674393
2454,2026-07-30,0.0546133,0.054829452,0.010208411,0.010729019,5.3493094
9945,2026-07-30,0.06413885,0.07092402,0.012006031,0.0100199,5.3417745
5439,2026-07-30,0.07406346,0.07871025,0.013998232,0.014891344,5.2905374
6175,2026-07-30,0.065416895,0.051223166,0.012446974,0.013649877,5.2552238
1907,2026-07-30,0.06604234,0.076419,0.012608445,0.009042733,5.2375293
2243,2026-07-30,0.0670781,0.052743863,0.012831444,0.012444987,5.227227
2338,2026-07-30,0.042188182,0.02144767,0.008121831,0.0075456314,5.193778
6957,2026-07-30,0.05422306,0.03819871,0.010472591,0.008882855,5.177122
6405,2026-07-30,0.048567303,0.050177947,0.009418717,0.010224037,5.1559196
6546,2026-07-30,0.03616253,0.02739387,0.0070641055,0.011110333,5.11847
1717,2026-07-30,0.039703786,0.023031235,0.007756644,0.010100244,5.1180215
3055,2026-07-30,0.057337005,0.024534063,0.01125784,0.013118079,5.092621
3675,2026-07-30,0.05432982,0.05038627,0.010688766,0.013394629,5.082414
6821,2026-07-30,0.046810824,0.042621866,0.009212357,0.009677328,5.0807567
2834,2026-07-30,0.07169118,0.09137334,0.014109581,0.014118348,5.080668
6573,2026-07-30,0.07000264,0.045607496,0.0137972925,0.011725615,5.0732827
6574,2026-07-30,0.046873096,0.052098785,0.00924047,0.014169784,5.072039
6271,2026-07-30,0.06800049,0.066594824,0.013474418,0.01338312,5.046262
6239,2026-07-30,0.051916484,0.031296186,0.010320873,0.01052913,5.029754
6163,2026-07-30,0.04546338,0.02691823,0.009050936,0.011209754,5.022503
2457,2026-07-30,0.041651487,0.020022025,0.008332198,0.010259752,4.9982595
3031,2026-07-30,0.047027547,0.04933778,0.009409822,0.009821736,4.9971776
2221,2026-07-30,0.05870421,0.043000184,0.011799033,0.011134073,4.974919
3588,2026-07-30,0.05118211,0.05420149,0.010288766,0.011438252,4.974079
9904,2026-07-30,0.04590763,0.06262074,0.009260326,0.012879656,4.956918
4551,2026-07-30,0.06802548,0.045162644,0.013734678,0.01448661,4.952466
3402,2026-07-30,0.040447824,0.012068721,0.008173236,0.011183537,4.9482083
2426,2026-07-30,0.06076249,0.041259788,0.012298346,0.011512355,4.940303
6903,2026-07-30,0.05616963,0.04116078,0.011385974,0.010157347,4.932797
3379,2026-07-30,0.054077346,0.04604986,0.010992545,0.011106261,4.9190087
3044,2026-07-30,0.03737576,0.03232465,0.0075999727,0.008797765,4.917234
2890,2026-07-30,0.05741543,0.073336326,0.011698179,0.013340338,4.907646
2492,2026-07-30,0.0755799,0.050454434,0.015427222,0.011831099,4.898808
2317,2026-07-30,0.07342456,0.078415446,0.014989904,0.015023157,4.8979406
2316,2026-07-30,0.06393014,0.048374344,0.013144294,0.011245352,4.863348
3002,2026-07-30,0.04849328,0.04072075,0.009973755,0.012281977,4.861601
6691,2026-07-30,0.055836678,0.04749822,0.011492693,0.013519661,4.8580275
0050,2026-07-30,0.09234425,0.07099504,0.019047165,0.01341627,4.847934
8040,2026-07-30,0.048521884,0.04372152,0.010029396,0.009429368,4.8374844
4555,2026-07-30,0.05531529,0.028826205,0.011466537,0.010134461,4.823642
6224,2026-07-30,0.04186957,0.039689105,0.008688116,0.009128099,4.818622
4722,2026-07-30,0.06896499,0.05174164,0.014329693,0.013895376,4.812397
2472,2026-07-30,0.06629325,0.058193818,0.013828908,0.015601025,4.79347
6414,2026-07-30,0.049289983,0.02675856,0.010326244,0.009557051,4.772811
2102,2026-07-30,0.04605365,0.072570324,0.0096718,0.0088309385,4.76115
3535,2026-07-30,0.046481512,0.0381376,0.009789647,0.010790589,4.7475424
5536,2026-07-30,0.05614556,0.031957816,0.011845153,0.010720936,4.7395606
6531,2026-07-30,0.061716072,0.04495229,0.013023849,0.010917584,4.738333
2323,2026-07-30,0.05045112,0.049247827,0.010659734,0.011753123,4.7324243
2330,2026-07-30,0.082022384,0.09065876,0.017332025,0.016134989,4.732145
2880,2026-07-30,0.05181358,0.079302944,0.010950759,0.013818838,4.731074
