stock_id,Date,Score_20d,Score_60d,Unc_20d,Unc_60d,SQ_20d
5212,2026-07-01,0.24268045,0.28014916,0.01332144,0.016880156,18.215916
4933,2026-07-01,0.24976167,0.24687663,0.013738179,0.01280138,18.178791
6590,2026-07-01,0.20758997,0.20411332,0.0122035,0.015618389,17.009298
6919,2026-07-01,0.3066367,0.31303495,0.018958827,0.019580873,16.172968
2227,2026-07-01,0.1859893,0.25416985,0.012025125,0.015779426,15.465439
6176,2026-07-01,0.31424204,0.35976282,0.020485064,0.028378386,15.339308
8435,2026-07-01,0.2247822,0.22364905,0.015125784,0.018175231,14.8598795
4584,2026-07-01,0.21725827,0.25335267,0.014809496,0.018892651,14.6692095
6486,2026-07-01,0.2573449,0.32434723,0.018017719,0.023083964,14.282086
6532,2026-07-01,0.35663378,0.38464007,0.024977203,0.026371649,14.2778
4440,2026-07-01,0.19887765,0.20347549,0.014000233,0.016611725,14.204295
6146,2026-07-01,0.23263006,0.21745023,0.016554857,0.020238305,14.051225
4581,2026-07-01,0.18501505,0.17521611,0.0133680925,0.017066974,13.839013
2707,2026-07-01,0.18410982,0.18473393,0.013509843,0.018281795,13.62682
9927,2026-07-01,0.18336773,0.23960383,0.013471502,0.020785168,13.6105175
3708,2026-07-01,0.31528467,0.31117216,0.023178805,0.024482802,13.601696
3071,2026-07-01,0.16534185,0.1958065,0.01218118,0.016683638,13.572435
3338,2026-07-01,0.20566091,0.20698646,0.015178464,0.018759325,13.548627
3130,2026-07-01,0.17455155,0.19274849,0.012970011,0.017543266,13.45705
3209,2026-07-01,0.21399777,0.18923831,0.01592329,0.017687729,13.43845
6108,2026-07-01,0.22747892,0.22836556,0.016928252,0.017209824,13.437033
1527,2026-07-01,0.16127619,0.177686,0.012029787,0.014476176,13.405291
1795,2026-07-01,0.1579282,0.17478435,0.011934351,0.019874975,13.231969
1730,2026-07-01,0.15182874,0.17841454,0.011531981,0.018156312,13.164743
4961,2026-07-01,0.1591871,0.22605892,0.012125143,0.02017639,13.127595
